name,freq,error
Chelativorans intermedius sp. nov,1,
Chelativorans multitrophicus gen. nov,1,
Chelativorans oligotrophicus sp. nov,1,
Chelatococcus caeni sp. nov,1,
Chelatococcus composti sp. nov,1,
Chelatococcus daeguensis sp. nov,1,
Chelatococcus reniformis sp. nov,1,
Chelatococcus sambhunathii sp. nov,1,
Chelonobacter oris gen. nov,1,
Chenggangzhangella methanolivorans gen. nov,1,
Chengkuizengella sediminis gen. nov,1,
Chiayiivirga flava gen. nov,1,
Chimaereicella alkaliphila gen. nov,1,
Chimaereicella boritolerans sp. nov,1,
Chishuiella changwenlii gen. nov,1,
Chitinibacter alvei sp. nov,1,
Chitinibacter fontanus sp. nov,1,
Chitinibacter suncheonensis sp. nov,1,
Chitinibacter tainanensis gen. nov,1,
Chitinilyticum aquatile gen. nov,1,
Chitinilyticum litopenaei sp. nov,1,
Chitinimonas koreensis sp. nov,1,
Chitinimonas lacunae sp. nov,1,
Chitinimonas naiadis sp. nov,1,
Chitinimonas prasina sp. nov,1,
Chitinimonas viridis sp. nov,1,
Chitiniphilus shinanonensis gen. nov,1,
Chitinivibrio alkaliphilus gen. nov,1,
Chitinivorax tropicus gen. nov,1,
Chitinophaga barathri sp. nov,1,
Chitinophaga caeni sp. nov,1,
Chitinophaga costaii sp. nov,1,
Chitinophaga cymbidii sp. nov,1,
Chitinophaga dinghuensis sp. nov,1,
Chitinophaga eiseniae sp. nov,1,
Chitinophaga ginsengihumi sp. nov,1,
Chitinophaga ginsengisegetis sp. nov,1,
Chitinophaga ginsengisoli sp. nov,1,
Chitinophaga humicola sp. nov,1,
Chitinophaga jiangningensis sp. nov,1,
Chitinophaga longshanensis sp. nov,1,
Chitinophaga niabensis sp. nov,1,
Chitinophaga niastensis sp. nov,1,
Chitinophaga oryziterrae sp. nov,1,
Chitinophaga parva sp. nov,1,
Chitinophaga polysaccharea sp. nov,1,
Chitinophaga qingshengii sp. nov,1,
Chitinophaga rhizosphaerae sp. nov,1,
Chitinophaga rupis sp. nov,1,
Chitinophaga salinisoli sp. nov,1,
Chitinophaga sedimenti sp. nov,1,
Chitinophaga skermanii sp. nov,1,
Chitinophaga soli sp. nov,1,
Chitinophaga taiwanensis sp. nov,1,
Chitinophaga terrae sp. nov,2,
Chitinophaga varians sp. nov,1,
Chlamydia avium sp. nov,1,
Chlamydia gallinacea sp. nov,1,
Chloracidobacterium thermophilum gen. nov,1,
Chlorobaculum macestae sp. nov,1,
Chlorobium chlorochromatii sp. nov,1,
Chloroflexus islandicus sp. nov,1,
Christensenella minuta gen. nov,1,
Chromobacterium alkanivorans sp. nov,1,
Chromobacterium amazonense sp. nov,1,
Chromobacterium aquaticum sp. nov,1,
Chromobacterium haemolyticum sp. nov,1,
Chromobacterium piscinae sp. nov,1,
Chromobacterium pseudoviolaceum sp. nov,1,
Chromobacterium rhizoryzae sp. nov,1,
Chromobacterium sphagni sp. nov,1,
Chromobacterium subtsugae sp. nov,1,
Chromobacterium vaccinii sp. nov,1,
Chromocurvus halotolerans gen. nov,1,
Chromohalobacter japonicus sp. nov,1,
Chromohalobacter nigrandesensis sp. nov,1,
Chromohalobacter salarius sp. nov,1,
Chromohalobacter salexigens sp. nov,1,
Chromohalobacter sarecensis sp. nov,1,
Chryseobacterium aahli sp. nov,1,
Chryseobacterium angstadtii sp. nov,1,
Chryseobacterium anthropi sp. nov,1,
Chryseobacterium aquaticum sp. nov,1,
Chryseobacterium aquifrigidense sp. nov,1,
Chryseobacterium arachidiradicis sp. nov,1,
Chryseobacterium arachidis sp. nov,1,
Chryseobacterium arothri sp. nov,1,
Chryseobacterium arthrosphaerae sp. nov,1,
Chryseobacterium artocarpi sp. nov,1,
Chryseobacterium aurantiacum sp. nov,1,
Chryseobacterium bernardetii sp. nov,1,
Chryseobacterium bovis sp. nov,1,
Chryseobacterium caeni sp. nov,1,
Chryseobacterium camelliae sp. nov,1,
Chryseobacterium carnipullorum sp. nov,1,
Chryseobacterium carnis sp. nov,1,
Chryseobacterium chaponense sp. nov,1,
Chryseobacterium chengduensis sp. nov,1,
Chryseobacterium contaminans sp. nov,1,
Chryseobacterium cucumeris sp. nov,1,
Chryseobacterium culicis sp. nov,1,
Chryseobacterium daecheongense sp. nov,1,
Chryseobacterium daeguense sp. nov,1,
Chryseobacterium defluvii sp. nov,1,
Chryseobacterium echinoideorum sp. nov,1,
Chryseobacterium elymi sp. nov,1,
Chryseobacterium endophyticum sp. nov,1,
Chryseobacterium flavum sp. nov,1,
Chryseobacterium formosense sp. nov,1,
Chryseobacterium formosus sp. nov,1,
Chryseobacterium frigidisoli sp. nov,1,
Chryseobacterium gallinarum sp. nov,1,
Chryseobacterium gambrini sp. nov,1,
Chryseobacterium geocarposphaerae sp. nov,1,
Chryseobacterium ginsengisoli sp. nov,1,
Chryseobacterium ginsengiterrae sp. nov,1,
Chryseobacterium ginsenosidimutans sp. nov,1,
Chryseobacterium glaciei sp. nov,1,
Chryseobacterium greenlandense sp. nov,1,
Chryseobacterium gregarium sp. nov,1,
Chryseobacterium gwangjuense sp. nov,1,
Chryseobacterium hagamense sp. nov,1,
Chryseobacterium haifense sp. nov,1,
Chryseobacterium hispalense sp. nov,1,
Chryseobacterium hispanicum sp. nov,1,
Chryseobacterium hominis sp. nov,1,
Chryseobacterium humi sp. nov,1,
Chryseobacterium hungaricum sp. nov,1,
Chryseobacterium jejuense sp. nov,1,
Chryseobacterium joostei sp. nov,1,
Chryseobacterium kwangjuense sp. nov,1,
Chryseobacterium lactis sp. nov,1,
Chryseobacterium lathyri sp. nov,1,
Chryseobacterium limigenitum sp. nov,1,
Chryseobacterium lineare sp. nov,1,
Chryseobacterium luteum sp. nov,1,
Chryseobacterium miricola sp. nov,1,
Chryseobacterium molle sp. nov,1,
Chryseobacterium montanum sp. nov,1,
Chryseobacterium nakagawai sp. nov,1,
Chryseobacterium nepalense sp. nov,1,
Chryseobacterium oleae sp. nov,1,
Chryseobacterium oncorhynchi sp. nov,1,
Chryseobacterium oranimense sp. nov,1,
Chryseobacterium pallidum sp. nov,1,
Chryseobacterium palustre sp. nov,1,
Chryseobacterium panacis sp. nov,1,
Chryseobacterium piperi sp. nov,1,
Chryseobacterium piscicola sp. nov,1,
Chryseobacterium piscium sp. nov,1,
Chryseobacterium polytrichastri sp. nov,1,
Chryseobacterium profundimaris sp. nov,1,
Chryseobacterium reticulitermitis sp. nov,1,
Chryseobacterium rhizoplanae sp. nov,1,
Chryseobacterium rhizosphaerae sp. nov,1,
Chryseobacterium rigui sp. nov,1,
Chryseobacterium salipaludis sp. nov,1,
Chryseobacterium sediminis sp. nov,1,
Chryseobacterium shandongense sp. nov,1,
Chryseobacterium shigense sp. nov,1,
Chryseobacterium solani sp. nov,1,
Chryseobacterium soldanellicola sp. nov,1,
Chryseobacterium soli sp. nov,1,
Chryseobacterium solincola sp. nov,1,
Chryseobacterium taeanense sp. nov,1,
Chryseobacterium taichungense sp. nov,1,
Chryseobacterium taihuense sp. nov,1,
Chryseobacterium taiwanense sp. nov,1,
Chryseobacterium takakiae sp. nov,1,
Chryseobacterium timonianum sp. nov,1,
Chryseobacterium treverense sp. nov,1,
Chryseobacterium tructae sp. nov,1,
Chryseobacterium ureilyticum sp. nov,1,
Chryseobacterium vietnamense sp. nov,1,
Chryseobacterium viscerum sp. nov,1,
Chryseobacterium vrystaatense sp. nov,1,
Chryseobacterium wanjuense sp. nov,1,
Chryseobacterium xinjiangense sp. nov,1,
Chryseobacterium yeoncheonense sp. nov,1,
Chryseobacterium yonginense sp. nov,1,
Chryseobacterium zeae sp. nov,1,
Chryseobacterium zhengzhouense sp. nov,1,
Chryseoglobus frigidaquae gen. nov,1,
Chryseolinea flava sp. nov,1,
Chryseolinea serpens gen. nov,1,
Chryseomicrobium amylolyticum sp. nov,1,
Chryseomicrobium aureum sp. nov,1,
Chryseomicrobium deserti sp. nov,1,
Chryseomicrobium excrementi sp. nov,1,
Chryseomicrobium imtechense gen. nov,1,
Chryseomicrobium palamuruense sp. nov,1,
Chthoniobacter flavus gen. nov,1,
Chthonomonas calidirosea gen. nov,1,
Chujaibacter soli gen. nov,1,
Chungangia koreensis gen. nov,1,
Ciceribacter azotifigens sp. nov,1,
Ciceribacter lividus gen. nov,1,
Ciceribacter thiooxidans sp. nov,1,
Citreibacter salsisoli gen. nov,1,
Citreicella aestuarii sp. nov,1,
Citreicella manganoxidans sp. nov,1,
Citreicella marina sp. nov,1,
Citreicella thiooxidans gen. nov,1,
Citreimonas salinaria gen. nov,1,
Citreitalea marina gen. nov,1,
Citricoccus alkalitolerans sp. nov,1,
Citricoccus lacusdiani sp. nov,1,
Citricoccus muralis gen. nov,1,
Citricoccus nitrophenolicus sp. nov,1,
Citricoccus parietis sp. nov,1,
Citricoccus yambaruensis sp. nov,1,
Citricoccus zhacaiensis sp. nov,1,
Citrimicrobium luteum gen. nov,1,
Citrobacter bitternis sp. nov,1,
Citrobacter europaeus sp. nov,1,
Citrobacter pasteurii sp. nov,1,
Citrobacter portucalensis sp. nov,1,
Cloacibacillus evryensis gen. nov,1,
Cloacibacillus porcorum sp. nov,1,
Cloacibacterium caeni sp. nov,1,
Cloacibacterium haliotis sp. nov,1,
Cloacibacterium normanense gen. nov,1,
Cloacibacterium rupense sp. nov,1,
Clostridiisalibacter paucivorans gen. nov,1,
Clostridium aciditolerans sp. nov,1,
Clostridium aestuarii sp. nov,1,
Clostridium aldenense sp. nov,1,
Clostridium algifaecis sp. nov,1,
Clostridium algoriphilum sp. nov,1,
Clostridium alkalicellum sp. nov,1,
Clostridium amazonense sp. nov,1,
Clostridium amygdalinum sp. nov,1,
Clostridium amylolyticum sp. nov,1,
Clostridium arbusti sp. nov,1,
Clostridium asparagiforme sp. nov,1,
Clostridium beihaiense sp. nov,1,
Clostridium bolteae sp. nov,1,
Clostridium bornimense sp. nov,1,
Clostridium bovifaecis sp. nov,1,
Clostridium bowmanii sp. nov,1,
Clostridium caenicola sp. nov,1,
Clostridium caminithermale sp. nov,1,
Clostridium carboxidivorans sp. nov,1,
Clostridium cavendishii sp. nov,1,
Clostridium chromiireducens sp. nov,1,
Clostridium citroniae sp. nov,1,
Clostridium clariflavum sp. nov,1,
Clostridium colicanis sp. nov,1,
Clostridium composti sp. nov,1,
Clostridium diolis sp. nov,1,
Clostridium drakei sp. nov,1,
Clostridium frigoris sp. nov,1,
Clostridium ganghwense sp. nov,1,
Clostridium glycyrrhizinilyticum sp. nov,1,
Clostridium guangxiense sp. nov,1,
Clostridium hathewayi sp. nov,1,
Clostridium hiranonis sp. nov,1,
Clostridium huakuii sp. nov,1,
Clostridium hungatei sp. nov,1,
Clostridium hydrogeniformans sp. nov,1,
Clostridium jejuense sp. nov,1,
Clostridium kogasensis sp. nov,1,
Clostridium lacusfryxellense sp. nov,1,
Clostridium lavalense sp. nov,1,
Clostridium lundense sp. nov,1,
Clostridium luticellarii sp. nov,1,
Clostridium neonatale sp. nov,1,
Clostridium neuense sp. nov,1,
Clostridium nitrophenolicum sp. nov,1,
Clostridium oryzae sp. nov,1,
Clostridium pabulibutyricum sp. nov,1,
Clostridium phytofermentans sp. nov,1,
Clostridium polynesiense sp. nov,1,
Clostridium psychrophilum sp. nov,1,
Clostridium punense sp. nov,1,
Clostridium saccharobutylicum sp. nov,1,
Clostridium saccharogumia sp. nov,1,
Clostridium saccharoperbutylacetonicum sp. nov,1,
Clostridium schirmacherense sp. nov,1,
Clostridium straminisolvens sp. nov,1,
Clostridium sufflavum sp. nov,1,
Clostridium sulfidigenes sp. nov,1,
Clostridium swellfunianum sp. nov,1,
Clostridium tagluense sp. nov,1,
Clostridium tepidiprofundi sp. nov,1,
Clostridium tepidum sp. nov,1,
Clostridium thiosulfatireducens sp. nov,1,
Clostridium uliginosum sp. nov,1,
Clostridium vulturis sp. nov,1,
Cnuella takakiae gen. nov,1,
Cobetia amphilecti sp. nov,1,
Cobetia crustatorum sp. nov,1,
Cobetia litoralis sp. nov,1,
Cobetia pacifica sp. nov,1,
Cochleicola gelatinilyticus gen. nov,1,
Cocleimonas flava gen. nov,1,
Coetzeea brasiliensis gen. nov,1,
Cohaesibacter gelatinilyticus gen. nov,1,
Cohaesibacter haloalkalitolerans sp. nov,1,
Cohaesibacter marisflavi sp. nov,1,
Cohnella algarum sp. nov,1,
Cohnella arctica sp. nov,1,
Cohnella boryungensis sp. nov,1,
Cohnella capsici sp. nov,1,
Cohnella cellulosilytica sp. nov,1,
Cohnella collisoli sp. nov,1,
Cohnella damensis sp. nov,1,
Cohnella ferri sp. nov,1,
Cohnella fontinalis sp. nov,1,
Cohnella formosensis sp. nov,1,
Cohnella ginsengisoli sp. nov,1,
Cohnella hongkongensis sp. nov,1,
Cohnella humi sp. nov,1,
Cohnella kolymensis sp. nov,1,
Cohnella laeviribosi sp. nov,1,
Cohnella lubricantis sp. nov,1,
Cohnella luojiensis sp. nov,1,
Cohnella lupini sp. nov,1,
Cohnella nanjingensis sp. nov,1,
Cohnella panacarvi sp. nov,1,
Cohnella phaseoli sp. nov,1,
Cohnella plantaginis sp. nov,1,
Cohnella rhizosphaerae sp. nov,1,
Cohnella saccharovorans sp. nov,1,
Cohnella soli sp. nov,1,
Cohnella suwonensis sp. nov,1,
Cohnella terrae sp. nov,1,
Cohnella thailandensis sp. nov,1,
Cohnella thermotolerans gen. nov,1,
Cohnella xylanilytica sp. nov,1,
Cohnella yongneupensis sp. nov,1,
Collimonas antrihumi sp. nov,1,
Collimonas arenae sp. nov,1,
Collimonas fungivorans gen. nov,1,
Collimonas pratensis sp. nov,1,
Collinsella tanakaei sp. nov,1,
Colwellia aestuarii sp. nov,1,
Colwellia agarivorans sp. nov,1,
Colwellia aquaemaris sp. nov,1,
Colwellia arctica sp. nov,1,
Colwellia asteriadis sp. nov,1,
Colwellia beringensis sp. nov,1,
Colwellia chukchiensis sp. nov,1,
Colwellia echini sp. nov,1,
Colwellia marinimaniae sp. nov,1,
Colwellia meonggei sp. nov,1,
Colwellia mytili sp. nov,1,
Colwellia piezophila sp. nov,1,
Colwellia polaris sp. nov,1,
Colwellia sediminilitoris sp. nov,1,
Comamonas aquatilis sp. nov,1,
Comamonas badia sp. nov,1,
Comamonas composti sp. nov,1,
Comamonas denitrificans sp. nov,1,
Comamonas faecalis sp. nov,1,
Comamonas granuli sp. nov,1,
Comamonas guangdongensis sp. nov,1,
Comamonas humi sp. nov,1,
Comamonas jiangduensis sp. nov,1,
Comamonas kerstersii sp. nov,1,
Comamonas koreensis sp. nov,1,
Comamonas nitrativorans sp. nov,1,
Comamonas odontotermitis sp. nov,1,
Comamonas phosphati sp. nov,1,
Comamonas sediminis sp. nov,1,
Comamonas serinivorans sp. nov,1,
Comamonas terrae sp. nov,1,
Comamonas thiooxidans sp. nov,1,
Comamonas zonglianii sp. nov,1,
Compostibacillus humi gen. nov,1,
Compostibacter hankyongensis gen. nov,1,
Compostimonas suwonensis gen. nov,1,
Conchiformibium kuhniae sp. nov,1,
Conchiformibium steedae gen. nov,1,
Conexibacter arvalis sp. nov,1,
Conexibacter stalactiti sp. nov,1,
Conexibacter woesei gen. nov,1,
Confluentibacter citreus sp. nov,1,
Confluentibacter flavum sp. nov,1,
Confluentimicrobium lipolyticum gen. nov,1,
Congregibacter litoralis gen. nov,1,
Conservatibacter flavescens gen. nov,1,
Consotaella salsifontis gen. nov,1,
Constrictibacter antarcticus gen. nov,1,
Convivina intestini gen. nov,1,
Conyzicola lurida gen. nov,1,
Conyzicola nivalis sp. nov,1,
Coprobacter fastidiosus gen. nov,1,
Coprobacter secundus sp. nov,1,
Coraliitalea coralii gen. nov,1,
Coraliomargarita akajimensis gen. nov,1,
Corallibacter vietnamensis gen. nov,1,
Corallibacterium pacifica gen. nov,1,
Coralloluteibacterium stylophorae gen. nov,1,
Corallomonas stylophorae gen. nov,1,
Coralslurrinella hongkonensis gen. nov,1,
Corticibacter populi gen. nov,1,
Corticicoccus populi gen. nov,1,
Corynebacterium appendicis sp. nov,1,
Corynebacterium aquatimens sp. nov,1,
Corynebacterium aquilae sp. nov,1,
Corynebacterium atrinae sp. nov,1,
Corynebacterium atypicum sp. nov,1,
Corynebacterium aurimucosum sp. nov,1,
Corynebacterium belfantii sp. nov,1,
Corynebacterium canis sp. nov,1,
Corynebacterium capitovis sp. nov,1,
Corynebacterium casei sp. nov,1,
Corynebacterium caspium sp. nov,1,
Corynebacterium ciconiae sp. nov,1,
Corynebacterium crudilactis sp. nov,1,
Corynebacterium defluvii sp. nov,1,
Corynebacterium deserti sp. nov,1,
Corynebacterium doosanense sp. nov,1,
Corynebacterium efficiens sp. nov,1,
Corynebacterium epidermidicanis sp. nov,1,
Corynebacterium faecale sp. nov,1,
Corynebacterium felinum sp. nov,1,
Corynebacterium fournierii sp. nov,1,
Corynebacterium frankenforstense sp. nov,1,
Corynebacterium freiburgense sp. nov,1,
Corynebacterium freneyi sp. nov,1,
Corynebacterium glaucum sp. nov,1,
Corynebacterium godavarianum sp. nov,1,
Corynebacterium gottingense sp. nov,1,
Corynebacterium guangdongense sp. nov,1,
Corynebacterium hadale sp. nov,1,
Corynebacterium halotolerans sp. nov,1,
Corynebacterium hansenii sp. nov,1,
Corynebacterium humireducens sp. nov,1,
Corynebacterium lactis sp. nov,1,
Corynebacterium lowii sp. nov,1,
Corynebacterium lubricantis sp. nov,1,
Corynebacterium marinum sp. nov,1,
Corynebacterium maris sp. nov,1,
Corynebacterium massiliense sp. nov,1,
Corynebacterium mooreparkense sp. nov,1,
Corynebacterium mustelae sp. nov,1,
Corynebacterium nasicanis sp. nov,1,
Corynebacterium nigricans sp. nov,1,
Corynebacterium nuruki sp. nov,1,
Corynebacterium oculi sp. nov,1,
Corynebacterium pelargi sp. nov,1,
Corynebacterium pilbarense sp. nov,1,
Corynebacterium pyruviciproducens sp. nov,1,
Corynebacterium resistens sp. nov,1,
Corynebacterium sphenisci sp. nov,1,
Corynebacterium spheniscorum sp. nov,1,
Corynebacterium sputi sp. nov,1,
Corynebacterium suicordis sp. nov,1,
Corynebacterium tapiri sp. nov,1,
Corynebacterium testudinoris sp. nov,1,
Corynebacterium timonense sp. nov,1,
Corynebacterium trachiae sp. nov,1,
Corynebacterium tuberculostearicum sp. nov,1,
Corynebacterium tuscaniae sp. nov,1,
Corynebacterium ulceribovis sp. nov,1,
Corynebacterium ureicelerivorans sp. nov,1,
Corynebacterium uropygiale sp. nov,1,
Corynebacterium uterequi sp. nov,1,
Corynebacterium pollutisoli sp. nov,1,merged
Costertonia aggregata gen. nov,1,
Crabtreella saccharophila gen. nov,1,
Crassaminicella profunda gen. nov,1,
Crenalkalicoccus roseus gen. nov,1,
Crenobacter luteus gen. nov,1,
Crenotalea thermophila gen. nov,1,
Cribrihabitans marinus gen. nov,1,
Cribrihabitans neustonicus sp. nov,1,
Cribrihabitans pelagius sp. nov,1,
Cricetibacter osteomyelitidis gen. nov,1,
Croceibacter atlanticus gen. nov,1,
Croceicoccus marinus gen. nov,1,
Croceicoccus mobilis sp. nov,1,
Croceicoccus naphthovorans sp. nov,1,
Croceicoccus pelagius sp. nov,1,
Croceifilum oryzae gen. nov,1,
Croceitalea dokdonensis sp. nov,1,
Croceitalea eckloniae sp. nov,1,
Croceitalea litorea sp. nov,1,
Croceitalea marina sp. nov,1,
Croceivirga radicis gen. nov,1,
Crocinitomix algicola sp. nov,1,
Crocinitomix catalasitica gen. nov,1,
Cronobacter condimenti sp. nov,1,
Cronobacter dublinensis sp. nov,2,
Cronobacter malonaticus sp. nov,1,
Cronobacter muytjensii sp. nov,2,
Cronobacter sakazakii gen. nov,1,
Cronobacter turicensis sp. nov,2,
Cronobacter universalis sp. nov,1,
Crossiella equi sp. nov,1,
Cruoricaptor ignavus gen. nov,1,
Cryobacterium arcticum sp. nov,1,
Cryobacterium aureum sp. nov,1,
Cryobacterium flavum sp. nov,1,
Cryobacterium levicorallinum sp. nov,1,
Cryobacterium luteum sp. nov,1,
Cryobacterium mesophilum sp. nov,1,
Cryobacterium psychrotolerans sp. nov,1,
Cryobacterium roopkundense sp. nov,1,
Cryomorpha ignava gen. nov,1,
Cryptanaerobacter phenolicus gen. nov,1,
Cryptosporangium aurantiacum sp. nov,1,
Cryptosporangium cibodasense sp. nov,1,
Cryptosporangium eucalypti sp. nov,1,
Cryptosporangium mongoliense sp. nov,1,
Cucumibacter marinus gen. nov,1,
Cumulibacter manganitolerans gen. nov,1,
Cupriavidus alkaliphilus sp. nov,1,
Cupriavidus laharis sp. nov,1,
Cupriavidus malaysiensis sp. nov,1,
Cupriavidus nantongensis sp. nov,1,
Cupriavidus pampae sp. nov,1,
Cupriavidus pinatubonensis sp. nov,1,
Cupriavidus plantarum sp. nov,1,
Cupriavidus yeoncheonense sp. nov,1,
Curtobacterium ammoniigenes sp. nov,1,
Curtobacterium ginsengisoli sp. nov,1,
Curtobacterium herbarum sp. nov,1,
Curvibacter fontana sp. nov,1,
Curvibacter gracilis gen. nov,1,
Cyclobacterium caenipelagi sp. nov,1,
Cyclobacterium halophilum sp. nov,1,
Cyclobacterium jeungdonense sp. nov,1,
Cyclobacterium lianum sp. nov,1,
Cyclobacterium qasimii sp. nov,1,
Cyclobacterium sediminis sp. nov,1,
Cyclobacterium xiamenense sp. nov,1,
Cycloclasticus spirillensus sp. nov,1,
Cysteiniphilum litorale gen. nov,1,
Dyella flagellata sp. nov,1,abbreviated
Dyella nitratireducens sp. nov,1,abbreviated
Dactylosporangium cerinum sp. nov,1,
Dactylosporangium darangshiense sp. nov,1,
Dactylosporangium luridum sp. nov,1,
Dactylosporangium luteum sp. nov,1,
Dactylosporangium maewongense sp. nov,1,
Dactylosporangium salmoneum sp. nov,1,
Dactylosporangium siamense sp. nov,1,
Dactylosporangium solaniradicis sp. nov,1,
Dactylosporangium sucinum sp. nov,1,
Dactylosporangium tropicum sp. nov,1,
Daeguia caeni gen. nov,1,
Daejeonia ginsenosidivorans gen. nov,1,
Dankookia rubra gen. nov,1,
Dasania marina gen. nov,1,
Dechlorobacter hydrogenophilus gen. nov,1,
Dechloromonas agitata gen. nov,1,
Dechloromonas denitrificans sp. nov,1,
Dechloromonas hortensis sp. nov,1,
Dechlorosoma suillum gen. nov,1,
Deefgea chitinilytica sp. nov,1,
Deefgea rivuli gen. nov,1,
Deferribacter abyssi sp. nov,1,
Deferribacter autotrophicus sp. nov,1,
Deferribacter desulfuricans sp. nov,1,
Deferrisoma camini gen. nov,1,
Deferrisoma palaeochoriense sp. nov,1,
Defluvicoccus vanus gen. nov,1,
Defluviimonas aestuarii sp. nov,1,
Defluviimonas alba sp. nov,1,
Defluviimonas aquaemixtae sp. nov,1,
Defluviimonas denitrificans gen. nov,1,
Defluviimonas indica sp. nov,1,
Defluviimonas nitratireducens sp. nov,1,
Defluviimonas pyrenivorans sp. nov,1,
Defluviitalea phaphyphila sp. nov,1,
Defluviitalea raffinosedens sp. nov,1,
Defluviitalea saccharophila gen. nov,1,
Defluviitoga tunisiensis gen. nov,1,
Dehalococcoides mccartyi gen. nov,1,
Dehalogenimonas alkenigignens sp. nov,1,
Dehalogenimonas formicexedens sp. nov,1,
Dehalogenimonas lykanthroporepellens gen. nov,1,
Deinobacterium chartae gen. nov,1,
Deinococcus aerius sp. nov,1,
Deinococcus aerolatus sp. nov,1,
Deinococcus aerophilus sp. nov,1,
Deinococcus aetherius sp. nov,1,
Deinococcus antarcticus sp. nov,1,
Deinococcus aquaticus sp. nov,1,
Deinococcus aquatilis sp. nov,1,
Deinococcus aquiradiocola sp. nov,1,
Deinococcus arenae sp. nov,1,
Deinococcus budaensis sp. nov,1,
Deinococcus caeni sp. nov,1,
Deinococcus carri sp. nov,1,
Deinococcus cellulosilyticus sp. nov,1,
Deinococcus citri sp. nov,1,
Deinococcus daejeonensis sp. nov,1,
Deinococcus depolymerans sp. nov,1,
Deinococcus deserti sp. nov,1,
Deinococcus enclensis sp. nov,1,
Deinococcus ficus sp. nov,1,
Deinococcus frigens sp. nov,1,
Deinococcus gobiensis sp. nov,1,
Deinococcus guangriensis sp.nov,1,
Deinococcus hibisci sp. nov,1,
Deinococcus humi sp. nov,1,
Deinococcus indicus sp. nov,1,
Deinococcus irradiatisoli sp. nov,1,
Deinococcus knuensis sp. nov,1,
Deinococcus koreensis sp. nov,1,
Deinococcus lacus sp. nov,1,
Deinococcus malanensis sp. nov,1,
Deinococcus marmoris sp. nov,1,
Deinococcus metalli sp. nov,1,
Deinococcus metallilatus sp. nov,1,
Deinococcus multiflagellatus sp. nov,1,
Deinococcus mumbaiensis sp. nov,1,
Deinococcus oregonensis sp. nov,1,
Deinococcus peraridilitoris sp. nov,1,
Deinococcus persicinus sp. nov,1,
Deinococcus petrolearius sp. nov,1,
Deinococcus phoenicis sp. nov,1,
Deinococcus piscis sp. nov,1,
Deinococcus populi sp. nov,1,
Deinococcus puniceus sp. nov,1,
Deinococcus radioresistens sp. nov,1,
Deinococcus radiotolerans sp. nov,1,
Deinococcus reticulitermitis sp. nov,1,
Deinococcus rubellus sp. nov,1,
Deinococcus ruber sp. nov,1,
Deinococcus rubrus sp. nov,1,
Deinococcus rufus sp. nov,1,
Deinococcus sahariens sp. nov,1,
Deinococcus saudiensis sp. nov,1,
Deinococcus saxicola sp. nov,1,
Deinococcus sedimenti sp. nov,1,
Deinococcus seoulensis sp. nov,1,
Deinococcus soli sp. nov,2,
Deinococcus taklimakanensis sp. nov,1,
Deinococcus wulumuqiensis sp. nov,1,
Deinococcus xibeiensis sp. nov,1,
Deinococcus xinjiangensis sp. nov,1,
Deinococcus yunweiensis sp. nov,1,
Delftia deserti sp. nov,1,
Delftia lacustris sp. nov,1,
Delftia litopenaei sp. nov,1,
Delftia rhizosphaerae sp. nov,1,
Delftia tsuruhatensis sp. nov,1,
Demequina activiva sp. nov,1,
Demequina aestuarii gen. nov,1,
Demequina aurantiaca sp. nov,1,
Demequina flava sp. nov,1,
Demequina globuliformis sp. nov,1,
Demequina litorisediminis sp. nov,1,
Demequina lutea sp. nov,1,
Demequina oxidasica sp. nov,1,
Demequina salsinemoris sp. nov,1,
Demequina sediminicola sp. nov,1,
Denitratimonas tolerans gen. nov,1,
Denitratisoma oestradiolicum gen. nov,1,
Dermabacter jinjuensis sp. nov,1,
Dermabacter vaginalis sp. nov,1,
Dermacoccus abyssi sp. nov,1,
Dermacoccus barathri sp. nov,1,
Dermacoccus profundi sp. nov,1,
Derxia lacustris sp. nov,1,
Desertibacillus haloalkaliphilus gen. nov,1,
Desertibacter roseus gen. nov,1,
Desertibacter xinjiangensis sp. nov,1,
Desertimonas flava gen. nov,1,
Desmonostoc salinum sp. nov,1,
Desmospora activa gen. nov,1,
Desmospora profundinema sp. nov,1,
Desulfacinum subterraneum sp.nov,1,
Desulfamplus magnetovallimortis gen. nov,1,
Desulfatibacillum aliphaticivorans gen. nov,1,
Desulfatibacillum alkenivorans sp. nov,1,
Desulfatiferula berrensis sp. nov,1,
Desulfatiferula olefinivorans gen. nov,1,
Desulfatiglans parachlorophenolica sp. nov,1,
Desulfatirhabdium butyrativorans gen. nov,1,
Desulfatitalea tepidiphila gen. nov,1,
Desulfitibacter alkalitolerans gen. nov,1,
Desulfitispora elongata sp. nov,1,
Desulfitobacterium aromaticivorans sp. nov,1,
Desulfitobacterium metallireducens sp. nov,1,
Desulfobacter psychrotolerans sp. nov,1,
Desulfobaculum xiamenensis gen. nov,1,
Desulfobulbus aggregans sp. nov,1,
Desulfobulbus alkaliphilus sp. nov,1,
Desulfobulbus japonicus sp. nov,1,
Desulfobulbus oligotrophicus sp. nov,1,
Desulfocarbo indianensis gen. nov,1,
Desulfoconvexum algidum gen. nov,1,
Desulfocucumis palustris gen. nov,1,
Desulfocurvus thunnarius sp. nov,1,
